
14.03496,1.64,-10.77911
10.74482,1.64,-7
10.72506,1.64,-15.92472
19.47052,1.64,-17.9879
20.22846,1.64,-26.91912
27.74066,1.64,-32.1474
25.6006,1.64,-40.85088
27.23138,1.64,-49.7118
36.03375,1.64,-51.6515
42.37271,1.64,-46.5
42.499,1.64,-55.45341
